Date,Commodity,Price,Return,Vol_30d_annual,Vol_90d_annual,Risk_30d,Risk_90d
2018-01-02,CORN.CSV,353.25,,,,Unknown,Unknown
2018-01-03,CORN.CSV,353.0,-0.0007077140835102247,,,Unknown,Unknown
2018-01-04,CORN.CSV,351.0,-0.005665722379603388,,,Unknown,Unknown
2018-01-05,CORN.CSV,351.25,0.0007122507122507837,,,Unknown,Unknown
2018-01-08,CORN.CSV,347.25,-0.011387900355871894,,,Unknown,Unknown
2018-01-09,CORN.CSV,349.0,0.005039596832253412,,,Unknown,Unknown
2018-01-10,CORN.CSV,349.0,0.0,,,Unknown,Unknown
2018-01-11,CORN.CSV,348.75,-0.0007163323782235498,,,Unknown,Unknown
2018-01-12,CORN.CSV,346.25,-0.007168458781361964,,,Unknown,Unknown
2018-01-16,CORN.CSV,348.25,0.005776173285198638,,,Unknown,Unknown
2018-01-17,CORN.CSV,353.0,0.013639626704953445,,,Unknown,Unknown
2018-01-18,CORN.CSV,351.5,-0.004249291784702569,,,Unknown,Unknown
2018-01-19,CORN.CSV,352.5,0.002844950213371167,,,Unknown,Unknown
2018-01-22,CORN.CSV,352.0,-0.0014184397163120588,,,Unknown,Unknown
2018-01-23,CORN.CSV,351.25,-0.0021306818181817677,,,Unknown,Unknown
2018-01-24,CORN.CSV,356.5,0.014946619217081958,,,Unknown,Unknown
2018-01-25,CORN.CSV,355.25,-0.003506311360448766,,,Unknown,Unknown
2018-01-26,CORN.CSV,356.5,0.0035186488388458947,,,Unknown,Unknown
2018-01-29,CORN.CSV,358.75,0.006311360448807868,,,Unknown,Unknown
2018-01-30,CORN.CSV,361.5,0.0076655052264809065,,,Unknown,Unknown
2018-01-31,CORN.CSV,361.5,0.0,,,Unknown,Unknown
2018-02-01,CORN.CSV,361.75,0.0006915629322268302,,,Unknown,Unknown
2018-02-02,CORN.CSV,361.5,-0.0006910850034553828,,,Unknown,Unknown
2018-02-05,CORN.CSV,358.75,-0.007607192254495132,,,Unknown,Unknown
2018-02-06,CORN.CSV,363.5,0.013240418118466879,,,Unknown,Unknown
2018-02-07,CORN.CSV,365.25,0.004814305364511773,,,Unknown,Unknown
2018-02-08,CORN.CSV,365.75,0.001368925393566034,,,Unknown,Unknown
2018-02-09,CORN.CSV,362.0,-0.01025290498974707,,,Unknown,Unknown
2018-02-12,CORN.CSV,367.0,0.013812154696132506,,,Unknown,Unknown
2018-02-13,CORN.CSV,366.75,-0.0006811989100817817,,,Unknown,Unknown
2018-02-14,CORN.CSV,367.25,0.0013633265167007913,0.10807293243989716,,Low,Unknown
2018-02-15,CORN.CSV,367.75,0.001361470388019148,0.10790203996513406,,Low,Unknown
2018-02-16,CORN.CSV,367.5,-0.0006798096532970588,0.10602111236614438,,Low,Unknown
2018-02-20,CORN.CSV,365.5,-0.0054421768707483276,0.10792898812401998,,Low,Unknown
2018-02-21,CORN.CSV,365.75,0.0006839945280436854,0.10099820176114603,,Low,Unknown
2018-02-22,CORN.CSV,366.75,0.002734107997265811,0.10056602106017846,,Low,Unknown
2018-02-23,CORN.CSV,366.25,-0.0013633265167007913,0.10084050703404156,,Low,Unknown
2018-02-26,CORN.CSV,368.5,0.006143344709897525,0.10141245092623971,,Low,Unknown
2018-02-27,CORN.CSV,370.5,0.005427408412483015,0.09819032577377565,,Low,Unknown
2018-02-28,CORN.CSV,374.5,0.010796221322537214,0.10078828983167347,,Low,Unknown
2018-03-01,CORN.CSV,378.75,0.011348464619492571,0.0987755359163455,,Low,Unknown
2018-03-02,CORN.CSV,377.25,-0.003960396039603964,0.09861075840615403,,Low,Unknown
2018-03-05,CORN.CSV,378.25,0.002650762094102088,0.0986043734178249,,Low,Unknown
2018-03-06,CORN.CSV,379.75,0.00396563119629878,0.09803924288376592,,Low,Unknown
2018-03-07,CORN.CSV,379.25,-0.0013166556945358732,0.09772935568299979,,Low,Unknown
2018-03-08,CORN.CSV,385.75,0.01713909030982208,0.10031296275396057,,Low,Unknown
2018-03-09,CORN.CSV,383.0,-0.0071289695398574215,0.10276478502935987,,Low,Unknown
2018-03-12,CORN.CSV,384.25,0.0032637075718016106,0.10274613622381325,,Low,Unknown
2018-03-13,CORN.CSV,385.5,0.003253090435914041,0.10214657853544219,,Low,Unknown
2018-03-14,CORN.CSV,383.5,-0.005188067444876765,0.10319858810880458,,Low,Unknown
2018-03-15,CORN.CSV,386.75,0.008474576271186418,0.1046895645066971,,Low,Unknown
2018-03-16,CORN.CSV,382.75,-0.010342598577892659,0.110842638747648,,Low,Unknown
2018-03-19,CORN.CSV,375.0,-0.020248203788373664,0.12799111808398042,,Low,Unknown
2018-03-20,CORN.CSV,374.5,-0.0013333333333332975,0.12548363888887618,,Low,Unknown
2018-03-21,CORN.CSV,375.0,0.001335113484646211,0.12041595498682056,,Low,Unknown
2018-03-22,CORN.CSV,376.0,0.002666666666666595,0.11999527027053004,,Low,Unknown
2018-03-23,CORN.CSV,377.25,0.0033244680851063357,0.12018192657673395,,Low,Unknown
2018-03-26,CORN.CSV,374.0,-0.008614976805831676,0.11892935532624394,,Low,Unknown
2018-03-27,CORN.CSV,374.0,0.0,0.11268877559355318,,Low,Unknown
2018-03-28,CORN.CSV,373.5,-0.0013368983957219305,0.11277229939764144,,Low,Unknown
2018-03-29,CORN.CSV,387.75,0.0381526104417671,0.15669662302636328,,Low,Unknown
2018-04-02,CORN.CSV,387.25,-0.0012894906511927706,0.15695788731198215,,Low,Unknown
2018-04-03,CORN.CSV,388.5,0.0032278889606196515,0.15683634980275812,,Low,Unknown
2018-04-04,CORN.CSV,381.0,-0.019305019305019266,0.16727534875705263,,Low,Unknown
2018-04-05,CORN.CSV,389.5,0.022309711286089273,0.1778366043021218,,Low,Unknown
2018-04-06,CORN.CSV,388.5,-0.0025673940949936247,0.17835079207010204,,Low,Unknown
2018-04-09,CORN.CSV,390.75,0.005791505791505891,0.1783898524202679,,Low,Unknown
2018-04-10,CORN.CSV,389.25,-0.0038387715930902067,0.17882820822062379,,Low,Unknown
2018-04-11,CORN.CSV,387.0,-0.005780346820809301,0.17984819098578145,,Low,Unknown
2018-04-12,CORN.CSV,388.75,0.004521963824289488,0.17794380430638124,,Low,Unknown
2018-04-13,CORN.CSV,386.25,-0.006430868167202619,0.17668098259914858,,Low,Unknown
2018-04-16,CORN.CSV,382.5,-0.009708737864077666,0.17877537036806432,,Low,Unknown
2018-04-17,CORN.CSV,380.25,-0.00588235294117645,0.17960097284077547,,Low,Unknown
2018-04-18,CORN.CSV,383.0,0.007232084155161189,0.18043779614182143,,Low,Unknown
2018-04-19,CORN.CSV,382.0,-0.0026109660574412663,0.18058037068420485,,Low,Unknown
2018-04-20,CORN.CSV,376.5,-0.014397905759162333,0.1781459062123708,,Low,Unknown
2018-04-23,CORN.CSV,378.5,0.005312084993359889,0.17792280282818773,,Low,Unknown
2018-04-24,CORN.CSV,381.25,0.007265521796565366,0.17900066964606456,,Low,Unknown
2018-04-25,CORN.CSV,386.5,0.013770491803278606,0.1833074966244526,,Low,Unknown
2018-04-26,CORN.CSV,386.0,-0.001293661060802087,0.18266834628455877,,Low,Unknown
2018-04-27,CORN.CSV,389.5,0.0090673575129534,0.18290734513472826,,Low,Unknown
2018-04-30,CORN.CSV,392.5,0.007702182284980763,0.1812531841028414,,Low,Unknown
2018-05-01,CORN.CSV,396.75,0.010828025477707115,0.171878847182094,,Low,Unknown
2018-05-02,CORN.CSV,396.0,-0.001890359168241984,0.1719785041308593,,Low,Unknown
2018-05-03,CORN.CSV,399.5,0.008838383838383868,0.17312833980885595,,Low,Unknown
2018-05-04,CORN.CSV,398.75,-0.001877346683354153,0.17351526209541038,,Low,Unknown
2018-05-07,CORN.CSV,393.25,-0.01379310344827589,0.1793877672742546,,Low,Unknown
2018-05-08,CORN.CSV,395.5,0.005721551176096629,0.17719907342878435,,Low,Unknown
2018-05-09,CORN.CSV,394.75,-0.0018963337547408532,0.17746308871303615,,Low,Unknown
2018-05-10,CORN.CSV,394.75,0.0,0.1772959414284975,,Low,Unknown
2018-05-11,CORN.CSV,389.75,-0.01266624445851805,0.1453079430818266,0.1371355441672797,Low,Low
2018-05-14,CORN.CSV,389.0,-0.0019243104554201862,0.14537657643989732,0.13719679922337535,Low,Low
2018-05-15,CORN.CSV,402.25,0.03406169665809777,0.17535077822627806,0.14736461111304044,Low,Low
2018-05-16,CORN.CSV,399.25,-0.007458048477315127,0.16643672347568886,0.14812953428187928,Low,Low
2018-05-17,CORN.CSV,395.25,-0.010018785222291826,0.15764580734556416,0.1478104906316286,Low,Low
2018-05-18,CORN.CSV,402.5,0.01834282099936746,0.16552110265422995,0.15037111103969955,Low,Low
2018-05-21,CORN.CSV,402.75,0.0006211180124222615,0.164961108387951,0.1503556382838414,Low,Low
2018-05-22,CORN.CSV,404.75,0.004965859714463061,0.16466225565297532,0.15040445620130594,Low,Low
2018-05-23,CORN.CSV,408.5,0.009264978381717137,0.16477139289027395,0.15017439471090321,Low,Low
2018-05-24,CORN.CSV,404.25,-0.01040391676866581,0.1683131407807559,0.15142200610811601,Low,Low
2018-05-25,CORN.CSV,406.0,0.0043290043290042934,0.16686911858436734,0.15013986574619617,Low,Low
2018-05-29,CORN.CSV,400.0,-0.014778325123152691,0.1704929260597212,0.15231913122231197,Low,Low
2018-05-30,CORN.CSV,393.5,-0.016249999999999987,0.1769449260787741,0.15516027273198263,Low,Low
2018-05-31,CORN.CSV,394.0,0.0012706480304955914,0.17602072222167642,0.15509356530037555,Low,Low
